num_cds;X1;X2;X3;X4;X5;X6;X13;X14;X15;X16;X17;X18;num_cds;cds_locustag;cds_product
596;3890.549024;1785.925774;1315.917035;2454.688714;1860.782327;1680.971351;3607.149822;1581.923714;1577.93265;2577.651273;3867.808223;1114.148854;596;O208_02599;3-oxoacyl-[acyl-carrier protein] reductase 
597;3551.528334;2135.567635;1810.552517;2845.945315;2419.410425;2480.668752;3910.004061;2040.168282;2310.8456;2874.155296;4191.874132;1648.569607;597;O208_02600;Malonyl CoA-acyl carrier protein transacylase 
598;6413.550822;3589.180737;2349.518537;4697.514415;3349.145922;2201.330865;6856.565777;2343.486988;2351.830864;5553.004681;6398.941714;2342.595787;598;O208_02601;Acyl carrier protein
599;3093.768514;1391.431896;916.9421895;2279.353806;1216.917547;1359.609181;3126.106176;1151.677795;1206.65438;1624.326384;3753.569162;562.222989;599;O208_02602;3-oxoacyl-[acyl-carrier-protein] synthase, KASIII 
600;2780.133432;1380.218892;818.9483678;2100.771955;1033.330848;1226.12028;2822.57441;1185.276175;1166.874565;1672.024857;3694.50679;475.7271445;600;O208_02603;Transcriptional regulator of fatty acid biosynthesis FabT
601;2571.316341;2171.245376;2062.53663;2147.040889;2070.595697;2096.270156;3191.148697;2028.035534;2456.704921;3180.327928;2644.595416;1787.580786;601;O208_02604;Mannose-6-phosphate isomerase 
602;536.3733131;491.3334607;440.972198;538.9924955;359.3053965;344.8463287;394.3202848;270.6536147;327.8821091;513.7254476;417.3222857;282.1412069;602;O208_02605;Ribosome-binding factor A
603;2484.513942;2433.221931;2431.180055;2779.382989;1691.620297;2276.727374;2010.897947;1770.447956;2092.659344;2273.412363;2193.856262;1735.065451;603;O208_02606;Translation initiation factor 2
604;309.5406296;325.1771244;373.3097973;305.2126179;199.3227017;404.1747293;294.046398;259.4541548;317.0330688;280.3896734;295.3118595;220.3584609;604;O208_02607;ribosomal protein L7Ae family protein
605;621.5379308;592.2504994;674.2908213;644.5181347;451.098746;723.0648828;596.2231111;586.1050692;597.9026696;589.1406011;561.0925331;467.4894451;605;O208_02608;COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination
606;881.9451271;884.807975;1056.933364;1024.410436;658.289449;1308.932839;891.6245615;962.2202648;1212.681624;832.7895587;909.2496727;813.4728229;606;O208_02609;Transcription termination protein NusA
607;263.6827585;303.7704799;333.6456313;280.0488117;188.8320332;363.3864539;283.2059778;305.1852828;446.0161044;216.5768512;255.6778994;251.2498339;607;O208_02610;clustered with transcription termination protein NusA
609;260.4071963;142.7109637;79.32833192;125.8190313;61.6326775;82.81255922;177.5118808;76.52964279;66.29969119;114.0895912;233.9180782;33.98051032;609;O208_02612;LrgA-associated membrane protein LrgB
616;3092.130733;2878.684011;3574.441309;2458.747393;1734.894305;3029.456458;2255.484928;2028.035534;2703.821952;2021.383944;2155.776575;1862.749793;616;O208_02619;GTP-binding protein EngA
617;393.8863567;446.4814436;450.304943;322.2590673;260.9553792;402.938721;351.6361303;317.3180311;380.9218621;301.0160402;267.3349465;299.6463183;617;O208_02620;Quinolone resistance protein
618;935.1730131;1024.460847;1264.586938;798.747915;591.4114373;873.8579011;644.3274757;804.4945376;841.4033536;578.8274177;700.1999617;616.797748;618;O208_02621;Oxygen-insensitive NADPH nitroreductase
619;962.1964014;1124.358521;1371.913505;840.9581707;691.0727881;1149.487762;775.7675706;753.1636796;1014.988;656.1762931;657.4574557;764.0466261;619;O208_02622;Helicase loader DnaI
620;1786.000299;2325.169344;2860.486322;1769.583796;1365.09824;2216.162966;1506.140882;1659.386645;2232.49142;1363.918503;1494.433436;1652.688457;620;O208_02623;Helicase loader DnaB
621;223.5571213;255.8603706;370.976611;235.4033489;187.5206996;310.238095;227.6488242;255.7210015;288.1022944;191.4384667;181.8499345;273.9035075;621;O208_02624;hypothetical protein
622;523.2710643;674.8189855;914.6090033;549.5450594;470.7687494;794.7533669;484.4312777;608.503989;788.3636007;436.3765722;455.4019728;663.1348075;622;O208_02625;Ribonucleotide reductase transcriptional regulator NrdR
623;877.0317838;1231.391744;1717.225067;1172.958066;875.9708206;1711.87156;1021.709604;1465.262673;1675.574014;796.0488429;1002.506049;1232.565784;623;O208_02626;tRNA (guanine46-N7-)-methyltransferase 
624;4819.989803;5165.117522;5830.632396;4961.328513;4799.480844;7215.816728;4939.84398;6250.231924;7794.432786;4595.167774;4867.982863;5209.315204;624;O208_02627;aminoglycoside phosphotransferase family protein
625;1375.736131;1596.324065;1724.224626;1780.948095;1355.918905;2098.742173;1442.453413;1730.316558;2357.858108;1390.346036;1443.919566;1645.48047;625;O208_02628;hypothetical protein
626;2523.001798;2818.541533;3147.468228;3387.373018;2782.649822;3699.372981;2891.004562;3007.988277;3456.022084;2502.880694;2822.559668;2438.359044;626;O208_02629;Replicative DNA helicase
627;603.5223386;749.2325594;783.9505743;885.6036334;814.3381431;917.1181932;758.8294141;850.2256656;924.5793298;750.2840916;770.1422442;807.2945483;627;O208_02630;LSU ribosomal protein L9p
628;4398.261168;4852.172766;5058.347753;5536.849114;5646.602326;5866.095613;4597.015692;6054.241375;6246.636359;4430.801414;5215.362866;5484.248424;628;O208_02631;Phosphoesterase, DHH family protein
629;881.9451271;1186.539727;1206.257282;1000.870101;1121.190197;1195.220071;909.2402444;1190.875905;1217.50342;892.0903632;950.4379058;1334.507315;629;O208_02632;Hydrolase, haloacid dehalogenase-like family
631;77.79460267;67.27802575;27.9982348;68.99753331;41.96267404;34.60823371;69.78520504;46.66441633;34.95801899;68.32483995;49.73673424;48.3964844;631;O208_02634;hypothetical protein
632;1293.028185;1409.780449;1315.917035;1518.757469;919.2448282;697.1087075;1193.123748;895.0235053;718.4475627;826.3438191;1184.355984;1297.437667;632;O208_02635;Aspartokinase 
633;4349.946625;4022.410448;4050.4113;3664.174887;4044.152711;3868.706125;3598.341981;4484.45041;4117.813547;4665.426336;3724.037976;4290.811713;633;O208_02636;Inner membrane protein YqiK
634;388.9730133;351.6805891;471.3036191;442.3959489;479.9480844;569.7998478;455.9751747;543.1738061;581.0263846;375.7866197;448.4077446;469.5488699;634;O208_02637;hypothetical protein
635;1389.657271;1457.690558;1413.910857;1736.302632;1842.423657;2080.202047;1611.157452;2569.342763;2350.625415;1376.165409;1667.73487;2105.761928;635;O208_02638;Hydrolase (HAD superfamily)
636;257.1316341;199.7953492;165.6562225;155.8532517;167.8506962;223.7175107;277.7857677;181.9912237;198.8990736;248.1609753;254.1236265;132.832904;636;O208_02639;L-asparaginase 
637;690.3247374;516.8175614;548.2987647;589.320108;529.7787598;353.4983871;563.7018505;349.0498342;331.4984559;646.5076837;571.9724437;431.4495099;637;O208_02640;3-prime-to-5-prime oligoribonuclease A, Bacillus type
638;477.4131932;443.4233515;452.6381292;409.9265214;388.1547349;370.802504;437.0044394;338.7836626;407.4417386;512.4362997;447.6306081;391.2907249;638;O208_02641;Cytosolic protein containing multiple CBS domains
639;275.1472263;308.8673;268.3164168;281.672283;268.8233806;290.4619615;343.5058151;327.5842027;391.7709025;343.5579217;308.5231796;298.6166059;639;O208_02642;Ribosomal-protein-S5p-alanine acetyltransferase
640;1263.548125;931.6987202;865.6120924;839.3346993;780.2434705;788.5733252;1421.450099;861.4251255;954.7155531;1077.727664;1394.959968;572.5201133;640;O208_02643;Isochorismate synthase
641;1013.786506;608.5603238;552.9651372;651.8237559;524.5334255;613.0601399;1124.01607;653.3018287;579.8209357;803.7837304;887.4898515;385.1124503;641;O208_02644;2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylic-acid synthase 
642;428.2797599;299.6930238;228.6522508;241.0854987;224.2380394;171.8051602;416.6786515;201.5902786;254.3497244;362.8951405;378.4654621;193.5859376;642;O208_02645;2-succinyl-6-hydroxy-2,4-cyclohexadiene-1- carboxylate synthase 
643;770.5760117;693.167538;576.2969995;537.3690241;755.3281328;477.0992218;628.7443717;672.9008835;625.627995;849.5484817;541.6641213;822.7402348;643;O208_02646;hypothetical protein
644;6819.720537;5932.698634;5480.654461;4765.700213;6510.771144;5025.609937;5517.773882;5673.459738;5112.308915;7040.681385;5527.771728;6313.166933;644;O208_02647;Naphthoate synthase 
645;1775.354722;1934.752922;1971.542367;1200.55708;1087.095524;1369.497248;1598.284453;1424.197987;1622.534261;1681.693466;1644.420776;1360.250125;645;O208_02648;O-succinylbenzoic acid--CoA ligase 
646;1549.340929;1492.348935;1509.571493;889.6623119;878.5934878;1287.920697;1271.716795;1135.811894;1370.595434;1394.213479;1218.549989;836.1264965;646;O208_02649;O-succinylbenzoate synthase 
647;264.5016491;236.4924541;188.9880849;129.0659741;135.0673571;218.7734774;184.2871434;164.2587455;201.3099714;172.7458218;187.2898899;129.7437667;647;O208_02650;hypothetical protein
648;81.07016488;111.1106789;125.9920566;92.53786821;120.6426879;143.3769682;90.11099292;114.7944642;156.708361;98.61981616;90.1478308;176.0808262;648;O208_02651;hypothetical protein
650;987.5820086;1051.983675;1434.909533;799.5596507;1493.608929;1494.334091;811.6764626;1419.531545;1569.494508;883.7109017;821.4332514;1633.12392;650;O208_02653;tRNA-specific adenosine-34 deaminase
651;1469.089655;1720.686477;2001.873788;1318.258754;2461.373099;2514.040977;1405.866995;2440.548974;2817.134151;1543.754639;1260.515358;3358.92196;651;O208_02654;hypothetical protein
652;1868.708245;2182.458381;2662.165492;1660.811214;3237.682569;3143.169225;1741.242495;3043.453233;3489.774654;1746.150863;1572.92422;4568.83407;652;O208_02655;Metal-dependent hydrolase
653;1080.935532;792.0458485;951.939983;805.2418005;477.3254172;6726.357422;648.3926333;646.7688104;529.1920806;914.0058779;843.1930726;611.6491858;653;O208_02656;Methionine synthase II (cobalamin-independent)
654;7623.871061;8942.880604;9857.711834;7479.332611;13211.68566;11614.77043;9170.317964;14466.90235;13990.44029;6310.379086;8027.81976;16859.48168;654;O208_02657;Bifunctional protein: zinc-containing alcohol dehydrogenase - quinone oxidoreductase ( NADPH:quinone reductase) - Similar to arginate lyase
655;843.457271;1259.933937;1586.566638;770.337166;1114.633529;1384.329348;937.0188211;1407.398797;1840.720517;631.6824826;725.0683288;1956.453625;655;O208_02658;Membrane protein, putative
656;221.9193402;356.7774093;641.6262141;209.427807;506.1747556;619.2401817;259.4925586;511.442003;707.5985223;195.9504844;184.181344;729.0364033;656;O208_02659;hypothetical protein
657;11507.05007;7070.308887;6922.563553;8866.588898;9132.126938;9928.855048;12686.00174;12668.45575;9567.648163;9162.618867;10087.23141;7668.268496;657;O208_02660;hypothetical protein
658;299.7139429;247.7054584;275.3159755;257.3202125;375.0413993;375.7465374;208.6780889;323.8510494;371.2782707;333.2447383;210.603984;378.9341757;658;O208_02661;alkaline phosphatase
659;106.4557721;95.82021849;67.66240075;186.6992078;81.30268096;203.9413772;134.8277263;184.7910887;180.8173396;84.439189;151.5416121;110.1792304;659;O208_02662;hypothetical protein
660;287.4305846;229.356906;286.9819067;273.5549262;194.0773674;234.8415859;177.5118808;197.8571253;253.1442754;192.7276146;222.2610311;192.5562252;660;O208_02663;Lipid A export ATP-binding/permease protein MsbA
661;93.3535232;87.66530627;76.99514569;86.04398272;95.72735016;77.86852584;69.10767878;69.06333618;104.874057;65.74654411;55.17668954;90.6146942;661;O208_02664;N-Acetylneuraminate cytidylyltransferase  / Platelet activating factor
663;198.9904047;165.1369723;200.654016;153.4180447;199.3227017;140.9049515;127.3749374;87.72910271;142.2429738;178.5469874;131.3360638;152.3974402;663;O208_02666;Transcriptional regulator, MarR family
665;2144.674362;2024.456957;1917.879083;1953.847796;1302.154229;1865.136595;1661.971922;1450.33006;1539.358285;1545.68836;1624.215227;1214.03096;665;O208_02668;Transport ATP-binding protein CydD
666;1962.880659;2118.238447;2167.53001;1894.591091;1429.353585;1947.949154;1576.603613;1814.312507;1995.01798;1570.182171;1626.546637;1375.695812;666;O208_02669;Transport ATP-binding protein CydC
667;4498.165815;4115.172575;3352.788617;4359.020634;2714.460477;3513.971729;4626.149321;3020.121025;2758.067153;3706.944854;4500.397312;2291.110166;667;O208_02670;Cytochrome d ubiquinol oxidase subunit II
668;6601.89565;6109.04861;6003.288177;6207.342791;4448.043448;6083.633082;6059.794892;5468.136306;5573.995856;5311.289445;6498.415182;4258.890627;668;O208_02671;Cytochrome d ubiquinol oxidase subunit I
669;2004.644077;1950.043383;1682.227274;2909.260699;1176.266207;3281.60216;2381.504813;2413.483613;3195.645115;1511.52594;2326.746598;1045.158121;669;O208_02672;Di/tripeptide permease DtpT
670;4407.268964;4717.616714;4762.033101;5301.445765;3918.264689;2138.29444;5090.932337;3448.500367;2453.088574;4941.303991;5158.631904;3725.499586;670;O208_02673;Neopullulanase 
671;9056.929532;10774.67776;12477.87997;10245.72783;9260.637628;5449.5608;10265.87793;8939.968881;6022.422858;9932.240178;10453.26269;10155.02402;671;O208_02674;Glycogen phosphorylase 
672;2364.137031;3177.35767;3618.771847;2678.727764;2591.195122;1793.448111;2813.089042;2828.796918;2017.92151;2771.023462;3025.392287;3290.960939;672;O208_02675;Glycogen synthase, ADP-glucose transglucosylase 
673;3368.09685;3856.254112;3387.78641;2942.541862;3345.211921;2264.367291;4223.698721;3463.43298;2483.224797;4428.867692;4009.247061;3710.0539;673;O208_02676;Glycogen biosynthesis protein GlgD, glucose-1- phosphate adenylyltransferase family
674;4242.671962;4847.075946;5261.334955;3768.88879;4280.192752;3422.507112;5310.450846;4714.972626;3387.311495;5157.236269;5230.905596;4530.73471;674;O208_02677;Glucose-1-phosphate adenylyltransferase 
675;9051.197298;9954.089718;10991.64034;8683.136633;9006.238916;9078.481306;11383.11874;12086.08383;10032.95145;9673.766019;11305.00426;9733.871639;675;O208_02678;4-alpha-glucanotransferase (amylomaltase) 
676;6462.684255;5617.71515;5856.297445;5635.069132;5793.471685;4827.848602;6087.573469;5294.544677;4947.162412;6764.803729;6028.247617;5805.518703;676;O208_02679;Transcription termination protein NusB
677;1764.709145;1522.929856;1782.554282;1598.307566;1750.630308;1694.567443;1720.239181;1840.44458;1745.490052;1842.836957;1757.105564;2008.968959;677;O208_02680;Alkaline shock protein
678;2747.37781;2715.585766;2853.486763;2305.329348;3385.863262;2714.274329;2750.756626;3105.983551;3026.882265;2836.770006;2693.555013;3294.050077;678;O208_02681;Translation elongation factor P
679;3422.962517;3721.698061;4323.39409;2841.886637;5790.849018;3619.032439;3229.090167;4586.178837;3887.572802;3188.062815;3086.008932;6461.445524;679;O208_02682;Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)
680;338.201799;357.7967733;361.6438661;349.8580807;318.654056;325.0701952;307.5969232;237.055235;231.4461947;395.1238386;308.5231796;318.1811421;680;O208_02683;SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase 
681;316.9106445;405.7068825;459.6376879;348.2346093;367.1733979;363.3864539;361.121498;349.9831225;331.4984559;366.1180103;393.231055;380.9936006;681;O208_02684;Ribonuclease M5 
682;93.3535232;92.76212641;107.3265667;100.6552251;103.5953515;119.8928096;105.694097;96.12869765;108.4904038;90.24035466;94.03351316;106.0603807;682;O208_02685;DNA topology modulation protein
683;296.4383807;363.9129574;373.3097973;283.2957544;263.5780463;338.666287;328.6002373;293.9858229;341.1420474;311.3292236;312.4088619;342.8942405;683;O208_02686;Putative deoxyribonuclease YcfH
684;293.981709;441.3846235;459.6376879;280.0488117;430.1174089;347.3183454;357.0563404;342.5168159;370.0728217;307.4617798;285.9862219;449.9843337;684;O208_02687;hypothetical protein
685;188.3448275;293.5768396;314.9801414;205.3691286;258.3327121;218.7734774;259.4925586;240.7883883;236.2679904;226.2454606;177.1871157;315.0920048;685;O208_02688;probably ATPase with chaperone activity, ATP- binding domain, evidenced by COGnitor
686;185.0692653;127.4205033;111.9929392;242.7089701;82.61401452;126.0728514;140.2479364;111.9945992;91.61411873;112.1558694;251.0150806;64.87188335;686;O208_02689;Branched-chain amino acid transport system carrier protein
693;65.51124435;71.35548185;156.3234776;68.99753331;72.12334601;153.265035;67.07509999;83.9959494;102.4631591;45.76475129;55.17668954;62.81245848;693;O208_02696;cation-transporting ATPase, E1-E2 family
694;226.8326836;161.0595162;137.6579877;189.9461505;186.2093661;132.2528931;180.2219858;153.9925739;139.832076;205.6190938;180.2956616;144.1597408;694;O208_02697;ABC transporter, permease protein (putative)
695;143.305847;190.6210729;286.9819067;121.7603529;150.8033598;478.3352301;289.9812404;270.6536147;277.2532541;188.2155969;186.5127534;223.4475982;695;O208_02698;hypothetical protein
696;1320.051574;1693.163648;1864.2158;1315.011811;1278.550225;2436.172451;1505.463355;1708.850926;1864.829496;1300.105681;1441.588156;1699.025516;696;O208_02699;Arsenate reductase family protein
697;2122.564317;1975.527483;2104.533982;2190.874617;2999.01986;2454.712576;2580.697534;2656.138578;2847.270374;1981.420359;2155.776575;2820.382357;697;O208_02700;hypothetical protein
698;2717.078859;2612.63;2424.180496;3158.463554;3770.083996;4312.433121;3330.719107;4295.926168;4945.956963;3458.783879;3127.974302;4340.23791;698;O208_02701;ATP-dependent Clp protease proteolytic subunit 
699;323.461769;468.9074522;508.6345988;51.9510839;159.9826948;79.10453418;121.277201;77.46293112;72.32693584;295.8594485;70.71941899;171.9619765;699;O208_02702;Isocitrate dehydrogenase [NADP] 
700;751.7415289;1148.823258;1304.251104;132.3129168;360.6167301;332.4862452;825.9045141;247.3214066;218.1862565;707.7422101;317.0716807;342.8942405;700;O208_02703;Aconitate hydratase 
701;640.3724135;1191.636547;1416.244043;284.9192258;615.0154414;1090.159362;1034.582603;539.4406528;660.586014;732.2360206;609.2749944;462.3408829;701;O208_02704;Citrate synthase (si) 
702;7364.282756;6743.093035;6521.255521;5816.897926;3749.102659;4191.304303;6018.46579;3725.687;3497.007348;5509.818226;6048.453165;2978.958072;702;O208_02705;Pyruvate carboxyl transferase 
703;5074.664766;5732.903285;5842.298327;5363.137677;4033.662042;5565.745585;5534.712039;4855.899164;4628.923894;4408.241325;5713.507345;3852.154216;703;O208_02706;Cell division protein FtsW
704;72.06236879;67.27802575;58.32965582;81.98530429;34.09467266;97.64465938;115.1794646;72.79648948;95.23046553;66.39111807;82.37646608;42.2182098;704;O208_02707;LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-dependent
705;358.6740628;336.3901287;363.9770523;467.5597551;312.0973882;566.0918228;441.7471232;505.8422731;584.6427314;244.9381055;431.3107422;263.6063831;705;O208_02708;Multidrug resistance efflux pump PmrA
706;263.6827585;284.4025634;361.6438661;413.9851999;250.4647107;443.7269964;374.6720232;418.1131704;491.8231637;217.2214251;367.5855515;295.5274686;706;O208_02709;Dephospho-CoA kinase 
707;15104.43628;17316.95608;16502.62623;7157.073544;11222.39264;10231.67709;7391.133998;9846.191847;11122.67728;20818.44982;9823.005011;19187.6615;707;O208_02710;Pyruvate formate-lyase 
708;1030.983208;937.8149043;825.9479265;780.0779943;1037.264849;888.6900012;850.2954595;1083.547747;1086.109487;996.511345;833.8674349;1261.397732;708;O208_02711;Magnesium and cobalt transport protein CorA
709;1428.145127;1636.079262;1738.223744;1487.911512;2496.779106;2907.091631;1547.469984;2950.124401;3524.732673;1879.577673;1523.187486;3435.12068;709;O208_02712;Long-chain-fatty-acid--CoA ligase 
711;71.24347823;49.9488373;34.99779349;79.55009723;73.43467957;59.32840064;58.94478484;72.79648948;54.24520188;70.25856184;83.93073902;76.19872012;711;O208_02714;ABC-type antimicrobial peptide transport system, permease component
713;216621.9372;199480.3657;181864.8673;158500.3218;161794.9578;186577.9319;178679.9361;219339.556;233372.5021;238705.0753;201206.0727;214161.6515;713;O208_02716;Enolase 
714;12615.82788;12932.6714;14307.09798;9488.378434;15793.70144;14159.71162;9086.982234;13675.47385;16478.48688;13215.69994;9005.457442;18258.86088;714;O208_02717;Ribosomal subunit interface protein
715;8705.625484;8036.665984;8903.438665;8513.483875;12268.83682;10512.25099;8875.59404;10650.68638;10777.91889;11287.77922;7984.300118;11278.44029;715;O208_02718;ATP-dependent Clp protease ATP-binding subunit ClpA
716;1629.592203;1836.893976;2216.526921;2096.713277;2789.20649;3061.592675;2078.650574;2951.057689;3577.772426;2381.056215;1826.27071;3001.611745;716;O208_02719;Transcriptional regulator CtsR
717;7876.089352;5579.998681;5478.321275;5825.015283;3430.448603;6487.807811;6253.567404;4953.894438;5578.817651;9776.897853;6908.74324;3754.331535;717;O208_01743;Cell division trigger factor 
718;235.8404797;264.0152828;179.6553399;175.3349082;241.2853757;156.97306;170.0590919;141.8598257;148.2702185;238.4923659;129.0046544;214.1801863;718;O208_01744;hypothetical protein
719;1224.241379;1196.733367;1129.262137;1121.006982;1084.472857;844.1937007;841.4876181;734.4979131;636.4770354;1089.329995;841.6387996;902.0280922;719;O208_01745;UDP-N-acetylglucosamine 1- carboxyvinyltransferase 
720;326.7373312;409.7843386;380.309356;306.0243536;342.2580602;375.7465374;272.3655576;310.7850128;339.9365985;397.7021344;279.7691301;348.0428027;720;O208_01746;Inositol-1-monophosphatase 
721;202.2659669;251.7829145;214.6531334;185.8874721;255.7100449;222.4815024;194.4500374;188.524242;226.624399;270.721064;201.2783464;214.1801863;721;O208_01747;hypothetical protein
722;1256.17811;1661.563363;1404.578112;1375.891988;1737.516972;1430.061657;1337.436842;1538.059162;1475.469491;1822.855164;1342.891824;1872.017205;722;O208_01748;Transcriptional regulator SpxA1
724;400.4374811;507.6432852;545.9655785;655.0706986;655.6667819;1124.767595;540.6659575;847.4258006;1271.748622;469.2498442;495.0359329;777.4328877;724;O208_01750;RecU Holliday junction resolvase
725;2227.382308;2106.006079;2202.527804;3148.722726;2499.401773;4662.223483;2542.756063;4033.672148;4145.538873;2477.742309;2719.977653;2403.348821;725;O208_01751;Multimodular transpeptidase-transglycosylase  / Penicillin-binding protein 1A/1B (PBP1)
726;253.8560719;338.4288568;443.3053843;375.8336226;310.7860546;637.7803069;338.085605;577.7054742;746.1728881;188.2155969;324.8430455;637.3919967;726;O208_01752;Hydroxyacylglutathione hydrolase 
727;2249.492353;2675.830569;2883.818184;3020.468488;2845.593833;5993.404473;2527.172959;5205.882286;5979.026696;2319.821689;2801.576983;3646.211729;727;O208_01753;N-acetylmuramoyl-L-alanine amidase AmiB precursor 
728;974.4797597;681.9545337;618.2943517;526.8164602;540.2694283;1537.594383;707.3374181;1003.284951;2060.112223;912.71673;719.6283735;604.4411988;728;O208_01754;Cysteine synthase 
729;1947.321738;1640.156719;1663.561784;816.6061001;1987.981683;1189.040029;1597.606927;1159.144102;1245.228745;1797.71678;1309.474956;1551.776638;729;O208_01755;Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)
730;638.7346324;845.0527779;898.2766997;959.4715809;675.3367854;353.4983871;666.0083161;392.9143855;300.1567837;549.1770155;661.343138;699.1747427;730;O208_01756;Probable cell wall-binding protein
731;682.1358318;599.3860475;478.3031778;714.3274037;343.5693937;362.1504456;802.1910949;431.1792069;359.2237813;457.0029389;852.5187103;309.9434427;731;O208_01757;Cysteine desulfurase 
733;63.05457269;73.3942099;44.33053843;94.16133958;56.38734324;40.78827544;89.43346666;53.19743462;50.62885509;92.8186505;104.1362873;67.96102065;733;O208_01759;hypothetical protein
736;51.59010493;81.54912212;81.66151815;89.29092546;87.85934878;66.74445072;56.91220606;73.72977781;66.29969119;63.16824826;76.1593743;91.64440663;736;O208_01762;ADA regulatory protein / Methylated-DNA--protein- cysteine methyltransferase 
738;53.22788604;49.9488373;55.99646959;70.62100468;55.07600968;67.98045906;64.36499494;67.19675952;80.76507836;50.92134298;58.28523543;68.99073308;738;O208_01764;transcription regulator
740;456.1220388;550.4565743;678.9571938;485.4179402;506.1747556;1079.035287;641.6173707;626.2364672;1170.490912;534.3518144;420.4308316;630.1840096;740;O208_01766;Cold shock protein
741;2793.235681;3218.132231;4178.736543;3517.250727;4977.822208;6419.827352;3344.269632;5157.351293;7028.972715;4187.152456;2904.936134;5831.261514;741;O208_01767;hypothetical protein
742;721.4425784;856.2657822;1059.26655;982.2001801;1243.144219;1646.363118;975.6378181;1313.136676;2068.550365;1055.167576;839.3073902;1470.429356;742;O208_01768;hypothetical protein
744;172.785907;195.7178931;158.6566638;214.2982211;200.6340353;171.8051602;222.2286141;251.0545599;186.8445843;249.4501232;261.8949912;278.0223572;744;O208_01770;hypothetical protein
745;52.40899548;77.47166601;48.99691089;64.93885488;66.87801175;50.67634221;75.20541515;69.06333618;56.65609974;55.43336072;89.37069433;59.72332118;745;O208_01771;hypothetical protein
746;95.81019486;126.4011393;107.3265667;119.3251458;137.6900242;101.3526844;84.69078282;111.0613109;71.12148691;97.9752422;83.15360255;125.624917;746;O208_01772;putative lyase
759;254.6749624;280.3251073;279.982348;263.814098;308.1633875;177.9852019;260.8476111;259.4541548;209.7481139;294.5703006;265.0035371;305.8245929;759;O208_01785;HTH-type transcriptional regulator
760;247.3049474;248.7248225;181.9885262;245.1441772;302.9180532;231.1335608;237.8117182;249.1879832;212.1590118;297.7931704;270.4434924;271.8440826;760;O208_01786;hypothetical protein
761;601.0656669;564.7276707;538.9660198;788.1953511;822.2061445;529.0115724;701.917208;644.9022337;605.1353632;858.5725172;753.8223783;782.5814499;761;O208_01787;Prophage Lp2 protein 6
762;542.9244376;488.2753687;464.3040604;637.2125135;576.9867681;425.1868712;623.3241616;564.6394376;425.5234725;739.9709082;708.7484629;565.3121263;762;O208_01788;TolA protein
763;222.7382308;154.943332;139.991174;170.4644941;142.9353585;148.3210016;149.733304;113.8611759;126.5721377;248.8055493;138.3302921;152.3974402;763;O208_01789;Phage integrase
764;19094.88995;15377.10634;10133.02781;17444.19989;13641.80306;5971.156323;16482.85892;8318.398856;7080.807019;20803.62462;16344.73429;14199.73447;764;O208_01790;DNA-binding protein HBsu
765;169.5103448;160.0401522;118.9924979;179.3935866;131.1333564;161.9170934;159.896198;125.0606358;172.3791971;158.5651946;118.1247438;128.7140543;765;O208_01791;YfaA
766;645.2857569;589.1924073;681.29038;681.8579762;481.2594179;735.4249662;583.3501121;615.0370073;695.544033;614.2789856;544.7726672;533.3910408;766;O208_01792;Beta-hexosaminidase 
767;416.8152922;389.3970581;384.9757284;353.9167591;458.9667473;421.4788462;364.5091293;337.8503743;382.127311;360.9614186;292.9804501;347.0130903;767;O208_01793;Lipase/Acylhydrolase with GDSL-like motif
768;4200.908544;3765.530714;4118.073701;4270.541444;4404.769441;3989.834943;4214.890879;4238.062292;4518.022592;3860.353457;4069.08657;4278.455164;768;O208_01794;Hypothetical protein DUF194, DegV family
769;325.0995501;377.1646898;335.9788175;271.1197191;330.4560581;305.2940616;239.1667707;279.0532097;219.3917054;233.3357742;218.3753488;338.7753908;769;O208_01795;COG1272: Predicted membrane protein hemolysin III homolog
775;179.3370314;229.356906;198.3208298;235.4033489;260.9553792;197.7613355;188.352301;225.8557751;195.2827268;185.637301;205.1640287;274.9332199;775;O208_01801;Transcriptional regulator, LacI family
776;2785.046775;2372.06009;2188.528686;3128.429334;3444.873272;2290.323466;2948.594295;2819.464035;2623.056873;3187.418241;3124.865756;2903.789064;776;O208_01802;DNA polymerase III alpha subunit 
780;3743.967615;5788.968306;4125.07326;2678.727764;4351.004765;3413.855053;4964.912452;4204.463912;4745.85244;3641.19831;3590.370503;4902.460899;780;O208_01806;hypothetical protein
781;1577.183208;1014.267206;949.6067968;620.1660641;687.1387874;579.6879146;901.1099292;556.2398427;656.9696672;907.5601383;1110.528019;435.5683596;781;O208_01807;Acid-resistant locus arl7 (Fragment)
782;238.2971513;383.2808739;487.6359227;174.5231725;174.407364;419.0068295;321.1474485;263.1873081;157.9138099;163.7217863;227.7009864;189.4670879;782;O208_01808;L-lactate dehydrogenase 
